time	x	rho	rhou
96.0256	54	1.00003	-1.84896e-05
96.0256	55	0.999984	-2.43802e-05
96.0256	56	0.999978	2.80264e-05
96.0256	57	1.00005	1.67175e-05
96.0256	58	1.00004	-2.6926e-05
96.0256	59	0.999968	-1.6034e-05
96.0256	60	1.00003	-8.46475e-06
96.0256	61	1.00014	-3.98126e-05
96.0256	62	1.00011	-6.56432e-05
96.0256	63	1.00012	-0.000120039
96.0256	64	1.00031	-0.000209737
96.0256	65	1.0005	-0.000281673
96.0256	66	1.00068	-0.000430962
96.0256	67	1.00105	-0.000729928
96.0256	68	1.00159	-0.0010755
96.0256	69	1.00236	-0.00152489
96.0256	70	1.00351	-0.00227273
96.0256	71	1.00505	-0.00332965
96.0256	72	1.00718	-0.00480217
96.0256	73	1.01039	-0.00687619
96.0256	74	1.01478	-0.0097752
96.0256	75	1.02088	-0.0137943
96.0256	76	1.02922	-0.0195087
96.0256	77	1.0406	-0.0271949
96.0256	78	1.0556	-0.0374269
96.0256	79	1.07455	-0.0503933
96.0256	80	1.09637	-0.0654558
96.0256	81	1.11864	-0.0810031
96.0256	82	1.13827	-0.0945582
96.0256	83	1.15111	-0.103104
96.0256	84	1.15406	-0.10455
96.0256	85	1.14984	-0.10094
96.0256	86	1.14144	-0.0946219
96.0256	87	1.13268	-0.0879749
96.0256	88	1.12533	-0.0819389
96.0256	89	1.11969	-0.0767826
96.0256	90	1.11554	-0.0719359
96.0256	91	1.11197	-0.0667487
96.0256	92	1.10846	-0.0608852
96.0256	93	1.10484	-0.0544458
96.0256	94	1.10149	-0.0474345
96.0256	95	1.09858	-0.0398377
96.0256	96	1.09607	-0.0320599
96.0256	97	1.09416	-0.0242766
96.0256	98	1.09294	-0.0163011
96.0256	99	1.09239	-0.00814722
96.0256	100	1.09222	0
96.0256	101	1.09239	0.00814722
96.0256	102	1.09294	0.0163011
96.3714	-1	1.08957	-0.00805401
96.3714	0	1.08941	0
96.3714	1	1.08957	0.00805401
96.3714	2	1.09015	0.016089
96.3714	3	1.09143	0.0239329
96.3714	4	1.09338	0.0315935
96.3714	5	1.09593	0.0392588
96.3714	6	1.09897	0.046761
96.3714	7	1.10251	0.0537106
96.3714	8	1.10633	0.0601333
96.3714	9	1.11006	0.0660059
96.3714	10	1.11381	0.0711753
96.3714	11	1.11796	0.0758946
96.3714	12	1.1234	0.0808029
96.3714	13	1.13049	0.0865589
96.3714	14	1.13919	0.0930508
96.3714	15	1.14807	0.099617
96.3714	16	1.1537	0.104175
96.3714	17	1.15278	0.104121
96.3714	18	1.1422	0.0972416
96.3714	19	1.12368	0.0844937
96.3714	20	1.10167	0.0691286
96.3714	21	1.07941	0.0537561
96.3714	22	1.0596	0.0401785
96.3714	23	1.04368	0.0292938
96.3714	24	1.03153	0.0210542
96.3714	25	1.02255	0.0149141
96.3714	26	1.01598	0.0105786
96.3714	27	1.01125	0.00745339
96.3714	28	1.00779	0.00520661
96.3714	29	1.00548	0.00360709
96.3714	30	1.00382	0.00247581
96.3714	31	1.00257	0.0016703
96.3714	32	1.00173	0.0011728
96.3714	33	1.00116	0.000796888
96.3714	34	1.00076	0.00047407
96.3714	35	1.00054	0.000310686
96.3714	36	1.00034	0.000237102
96.3714	37	1.00014	0.000135179
96.3714	38	1.00012	6.54898e-05
96.3714	39	1.00015	4.60476e-05
96.3714	40	1.00003	2.10644e-05
96.3714	41	0.999965	1.52289e-05
96.3714	42	1.00004	2.05992e-05
96.3714	43	1.00006	-1.16565e-05
96.3714	44	0.999971	-2.24368e-05
96.3714	45	0.999976	1.95536e-05
96.3714	46	1.00004	1.54605e-05
96.3714	47	1.00002	-3.22649e-05
96.3714	48	0.999968	-1.18404e-05
96.3714	49	1	3.35955e-05
96.3714	50	1.00004	0
96.3714	51	1	-3.35955e-05
96.3714	52	0.999968	1.18404e-05
96.3714	53	1.00002	3.22649e-05
96.3714	54	1.00004	-1.54605e-05
96.3714	55	0.999976	-1.95536e-05
96.3714	56	0.999971	2.24368e-05
96.3714	57	1.00006	1.16565e-05
96.3714	58	1.00004	-2.05992e-05
96.3714	59	0.999965	-1.52289e-05
96.3714	60	1.00003	-2.10644e-05
96.3714	61	1.00015	-4.60476e-05
96.3714	62	1.00012	-6.54898e-05
96.3714	63	1.00014	-0.000135179
96.3714	64	1.00034	-0.000237102
96.3714	65	1.00054	-0.000310686
96.3714	66	1.00076	-0.00047407
96.3714	67	1.00116	-0.000796888
96.3714	68	1.00173	-0.0011728
96.3714	69	1.00257	-0.0016703
96.3714	70	1.00382	-0.00247581
96.3714	71	1.00548	-0.00360709
96.3714	72	1.00779	-0.00520661
96.3714	73	1.01125	-0.00745339
96.3714	74	1.01598	-0.0105786
96.3714	75	1.02255	-0.0149141
96.3714	76	1.03153	-0.0210542
96.3714	77	1.04368	-0.0292938
96.3714	78	1.0596	-0.0401785
96.3714	79	1.07941	-0.0537561
96.3714	80	1.10167	-0.0691286
96.3714	81	1.12368	-0.0844937
96.3714	82	1.1422	-0.0972416
96.3714	83	1.15278	-0.104121
96.3714	84	1.1537	-0.104175
96.3714	85	1.14807	-0.099617
96.3714	86	1.13919	-0.0930508
96.3714	87	1.13049	-0.0865589
96.3714	88	1.1234	-0.0808029
96.3714	89	1.11796	-0.0758946
96.3714	90	1.11381	-0.0711753
96.3714	91	1.11006	-0.0660059
96.3714	92	1.10633	-0.0601333
96.3714	93	1.10251	-0.0537106
96.3714	94	1.09897	-0.046761
96.3714	95	1.09593	-0.0392588
96.3714	96	1.09338	-0.0315935
96.3714	97	1.09143	-0.0239329
96.3714	98	1.09015	-0.016089
96.3714	99	1.08957	-0.00805401
96.3714	100	1.08941	0
96.3714	101	1.08957	0.00805401
96.3714	102	1.09015	0.016089
96.7173	-1	1.08679	-0.00795894
96.7173	0	1.08662	0
96.7173	1	1.08679	0.00795894
96.7173	2	1.0874	0.015872
96.7173	3	1.08875	0.0235859
96.7173	4	1.09073	0.031127
96.7173	5	1.0933	0.0386741
96.7173	6	1.09647	0.0460708
96.7173	7	1.1002	0.0529534
96.7173	8	1.10421	0.0593557
96.7173	9	1.10815	0.0652359
96.7173	10	1.1121	0.0704017
96.7173	11	1.1163	0.0750274
96.7173	12	1.12155	0.0797135
96.7173	13	1.12837	0.0851865
96.7173	14	1.13694	0.0914767
96.7173	15	1.14609	0.0981648
96.7173	16	1.15295	0.103531
96.7173	17	1.15387	0.104716
96.7173	18	1.14573	0.0996263
96.7173	19	1.12855	0.0878616
96.7173	20	1.10699	0.072819
96.7173	21	1.08443	0.0572397
96.7173	22	1.06383	0.0430877
96.7173	23	1.04698	0.0315383
96.7173	24	1.03401	0.0227168
96.7173	25	1.02436	0.0161239
96.7173	26	1.01726	0.0114467
96.7173	27	1.01218	0.00807575
96.7173	28	1.00846	0.0056437
96.7173	29	1.00595	0.00390793
96.7173	30	1.00416	0.00269622
96.7173	31	1.00279	0.0018286
96.7173	32	1.00188	0.00127742
96.7173	33	1.00128	0.000868528
96.7173	34	1.00084	0.000522731
96.7173	35	1.00058	0.000343429
96.7173	36	1.00037	0.00026526
96.7173	37	1.00017	0.000151361
96.7173	38	1.00014	6.68582e-05
96.7173	39	1.00015	5.29825e-05
96.7173	40	1.00004	3.41948e-05
96.7173	41	0.999965	1.44708e-05
96.7173	42	1.00005	1.37606e-05
96.7173	43	1.00006	-5.89863e-06
96.7173	44	0.999965	-1.5877e-05
96.7173	45	0.999969	1.3732e-05
96.7173	46	1.00005	1.16502e-05
96.7173	47	1.00002	-2.58715e-05
96.7173	48	0.999957	-1.00363e-05
96.7173	49	0.999998	2.71109e-05
96.7173	50	1.00005	0
96.7173	51	0.999998	-2.71109e-05
96.7173	52	0.999957	1.00363e-05
96.7173	53	1.00002	2.58715e-05
96.7173	54	1.00005	-1.16502e-05
96.7173	55	0.999969	-1.3732e-05
96.7173	56	0.999965	1.5877e-05
96.7173	57	1.00006	5.89863e-06
96.7173	58	1.00005	-1.37606e-05
96.7173	59	0.999965	-1.44708e-05
96.7173	60	1.00004	-3.41948e-05
96.7173	61	1.00015	-5.29825e-05
96.7173	62	1.00014	-6.68582e-05
96.7173	63	1.00017	-0.000151361
96.7173	64	1.00037	-0.00026526
96.7173	65	1.00058	-0.000343429
96.7173	66	1.00084	-0.000522731
96.7173	67	1.00128	-0.000868528
96.7173	68	1.00188	-0.00127742
96.7173	69	1.00279	-0.0018286
96.7173	70	1.00416	-0.00269622
96.7173	71	1.00595	-0.00390793
96.7173	72	1.00846	-0.0056437
96.7173	73	1.01218	-0.00807575
96.7173	74	1.01726	-0.0114467
96.7173	75	1.02436	-0.0161239
96.7173	76	1.03401	-0.0227168
96.7173	77	1.04698	-0.0315383
96.7173	78	1.06383	-0.0430877
96.7173	79	1.08443	-0.0572397
96.7173	80	1.10699	-0.072819
96.7173	81	1.12855	-0.0878616
96.7173	82	1.14573	-0.0996263
96.7173	83	1.15387	-0.104716
96.7173	84	1.15295	-0.103531
96.7173	85	1.14609	-0.0981648
96.7173	86	1.13694	-0.0914767
96.7173	87	1.12837	-0.0851865
96.7173	88	1.12155	-0.0797135
96.7173	89	1.1163	-0.0750274
96.7173	90	1.1121	-0.0704017
96.7173	91	1.10815	-0.0652359
96.7173	92	1.10421	-0.0593557
96.7173	93	1.1002	-0.0529534
96.7173	94	1.09647	-0.0460708
96.7173	95	1.0933	-0.0386741
96.7173	96	1.09073	-0.031127
96.7173	97	1.08875	-0.0235859
96.7173	98	1.0874	-0.015872
96.7173	99	1.08679	-0.00795894
96.7173	100	1.08662	0
96.7173	101	1.08679	0.00795894
96.7173	102	1.0874	0.015872
97.0629	-1	1.08404	-0.00786138
97.0629	0	1.08387	0
97.0629	1	1.08404	0.00786138
97.0629	2	1.0847	0.0156501
97.0629	3	1.08611	0.023236
97.0629	4	1.08812	0.0306612
97.0629	5	1.09072	0.0380854
97.0629	6	1.094	0.0453667
97.0629	7	1.0979	0.0521773
97.0629	8	1.10208	0.0585546
97.0629	9	1.10624	0.0644385
97.0629	10	1.11041	0.0696112
97.0629	11	1.11469	0.0741754
97.0629	12	1.1198	0.078669
97.0629	13	1.12634	0.0838649
97.0629	14	1.13469	0.0899168
97.0629	15	1.14397	0.0966243
97.0629	16	1.15183	0.102616
97.0629	17	1.15443	0.104979
97.0629	18	1.14876	0.101613
97.0629	19	1.13321	0.0910813
97.0629	20	1.11228	0.0764985
97.0629	21	1.08958	0.0608189
97.0629	22	1.06827	0.0461489
97.0629	23	1.05049	0.033932
97.0629	24	1.03666	0.0245022
97.0629	25	1.0263	0.0174287
97.0629	26	1.01865	0.0123836
97.0629	27	1.01318	0.00874611
97.0629	28	1.00918	0.00611569
97.0629	29	1.00646	0.00423406
97.0629	30	1.00451	0.00293497
97.0629	31	1.00304	0.0020003
97.0629	32	1.00204	0.00138997
97.0629	33	1.00141	0.00094535
97.0629	34	1.00094	0.000577318
97.0629	35	1.00063	0.000380136
97.0629	36	1.0004	0.000294109
97.0629	37	1.00021	0.000168654
97.0629	38	1.00015	7.02067e-05
97.0629	39	1.00016	6.06285e-05
97.0629	40	1.00004	4.74637e-05
97.0629	41	0.999969	1.39301e-05
97.0629	42	1.00005	6.81619e-06
97.0629	43	1.00007	3.33872e-07
97.0629	44	0.999962	-8.63809e-06
97.0629	45	0.999964	7.20605e-06
97.0629	46	1.00006	7.25416e-06
97.0629	47	1.00003	-1.83755e-05
97.0629	48	0.999948	-7.85425e-06
97.0629	49	0.999996	1.93492e-05
97.0629	50	1.00006	0
97.0629	51	0.999996	-1.93492e-05
97.0629	52	0.999948	7.85425e-06
97.0629	53	1.00003	1.83755e-05
97.0629	54	1.00006	-7.25416e-06
97.0629	55	0.999964	-7.20605e-06
97.0629	56	0.999962	8.63809e-06
97.0629	57	1.00007	-3.33872e-07
97.0629	58	1.00005	-6.81619e-06
97.0629	59	0.999969	-1.39301e-05
97.0629	60	1.00004	-4.74637e-05
97.0629	61	1.00016	-6.06285e-05
97.0629	62	1.00015	-7.02067e-05
97.0629	63	1.00021	-0.000168654
97.0629	64	1.0004	-0.000294109
97.0629	65	1.00063	-0.000380136
97.0629	66	1.00094	-0.000577318
97.0629	67	1.00141	-0.00094535
97.0629	68	1.00204	-0.00138997
97.0629	69	1.00304	-0.0020003
97.0629	70	1.00451	-0.00293497
97.0629	71	1.00646	-0.00423406
97.0629	72	1.00918	-0.00611569
97.0629	73	1.01318	-0.00874611
97.0629	74	1.01865	-0.0123836
97.0629	75	1.0263	-0.0174287
97.0629	76	1.03666	-0.0245022
97.0629	77	1.05049	-0.033932
97.0629	78	1.06827	-0.0461489
97.0629	79	1.08958	-0.0608189
97.0629	80	1.11228	-0.0764985
97.0629	81	1.13321	-0.0910813
97.0629	82	1.14876	-0.101613
97.0629	83	1.15443	-0.104979
97.0629	84	1.15183	-0.102616
97.0629	85	1.14397	-0.0966243
97.0629	86	1.13469	-0.0899168
97.0629	87	1.12634	-0.0838649
97.0629	88	1.1198	-0.078669
97.0629	89	1.11469	-0.0741754
97.0629	90	1.11041	-0.0696112
97.0629	91	1.10624	-0.0644385
97.0629	92	1.10208	-0.0585546
97.0629	93	1.0979	-0.0521773
97.0629	94	1.094	-0.0453667
97.0629	95	1.09072	-0.0380854
97.0629	96	1.08812	-0.0306612
97.0629	97	1.08611	-0.023236
97.0629	98	1.0847	-0.0156501
97.0629	99	1.08404	-0.00786138
97.0629	100	1.08387	0
97.0629	101	1.08404	0.00786138
97.0629	102	1.0847	0.0156501
97.4085	-1	1.08134	-0.00776063
97.4085	0	1.08116	0
97.4085	1	1.08134	0.00776063
97.4085	2	1.08205	0.0154228
97.4085	3	1.08352	0.0228831
97.4085	4	1.08555	0.0301961
97.4085	5	1.08818	0.037493
97.4085	6	1.09157	0.0446504
97.4085	7	1.09563	0.0513839
97.4085	8	1.09996	0.0577312
97.4085	9	1.10433	0.0636133
97.4085	10	1.10873	0.0687996
97.4085	11	1.11312	0.0733306
97.4085	12	1.11813	0.0776652
97.4085	13	1.1244	0.0825969
97.4085	14	1.13249	0.088387
97.4085	15	1.14175	0.0950292
97.4085	16	1.15037	0.101463
97.4085	17	1.15456	0.104931
97.4085	18	1.15119	0.103169
97.4085	19	1.13762	0.0941134
97.4085	20	1.11752	0.080138
97.4085	21	1.09484	0.0644741
97.4085	22	1.07293	0.0493572
97.4085	23	1.05422	0.0364803
97.4085	24	1.0395	0.0264184
97.4085	25	1.02839	0.0188357
97.4085	26	1.02015	0.0133947
97.4085	27	1.01426	0.00946845
97.4085	28	1.00995	0.00662564
97.4085	29	1.00701	0.00458792
97.4085	30	1.0049	0.00319344
97.4085	31	1.0033	0.00218618
97.4085	32	1.00223	0.00151132
97.4085	33	1.00155	0.00102803
97.4085	34	1.00103	0.000638229
97.4085	35	1.00067	0.000421063
97.4085	36	1.00044	0.000323661
97.4085	37	1.00025	0.000187181
97.4085	38	1.00017	7.59574e-05
97.4085	39	1.00016	6.90047e-05
97.4085	40	1.00005	6.05154e-05
97.4085	41	0.999976	1.37852e-05
97.4085	42	1.00005	1.74343e-07
97.4085	43	1.00007	6.80928e-06
97.4085	44	0.999961	-1.02668e-06
97.4085	45	0.999962	2.94208e-07
97.4085	46	1.00006	2.48896e-06
97.4085	47	1.00003	-1.01253e-05
97.4085	48	0.999941	-5.39858e-06
97.4085	49	0.999995	1.06767e-05
97.4085	50	1.00007	0
97.4085	51	0.999995	-1.06767e-05
97.4085	52	0.999941	5.39858e-06
97.4085	53	1.00003	1.01253e-05
97.4085	54	1.00006	-2.48896e-06
97.4085	55	0.999962	-2.94208e-07
97.4085	56	0.999961	1.02668e-06
97.4085	57	1.00007	-6.80928e-06
97.4085	58	1.00005	-1.74343e-07
97.4085	59	0.999976	-1.37852e-05
97.4085	60	1.00005	-6.05154e-05
97.4085	61	1.00016	-6.90047e-05
97.4085	62	1.00017	-7.59574e-05
97.4085	63	1.00025	-0.000187181
97.4085	64	1.00044	-0.000323661
97.4085	65	1.00067	-0.000421063
97.4085	66	1.00103	-0.000638229
97.4085	67	1.00155	-0.00102803
97.4085	68	1.00223	-0.00151132
97.4085	69	1.0033	-0.00218618
97.4085	70	1.0049	-0.00319344
97.4085	71	1.00701	-0.00458792
97.4085	72	1.00995	-0.00662564
97.4085	73	1.01426	-0.00946845
97.4085	74	1.02015	-0.0133947
97.4085	75	1.02839	-0.0188357
97.4085	76	1.0395	-0.0264184
97.4085	77	1.05422	-0.0364803
97.4085	78	1.07293	-0.0493572
97.4085	79	1.09484	-0.0644741
97.4085	80	1.11752	-0.080138
97.4085	81	1.13762	-0.0941134
97.4085	82	1.15119	-0.103169
97.4085	83	1.15456	-0.104931
97.4085	84	1.15037	-0.101463
97.4085	85	1.14175	-0.0950292
97.4085	86	1.13249	-0.088387
97.4085	87	1.1244	-0.0825969
97.4085	88	1.11813	-0.0776652
97.4085	89	1.11312	-0.0733306
97.4085	90	1.10873	-0.0687996
97.4085	91	1.10433	-0.0636133
97.4085	92	1.09996	-0.0577312
97.4085	93	1.09563	-0.0513839
97.4085	94	1.09157	-0.0446504
97.4085	95	1.08818	-0.037493
97.4085	96	1.08555	-0.0301961
97.4085	97	1.08352	-0.0228831
97.4085	98	1.08205	-0.0154228
97.4085	99	1.08134	-0.00776063
97.4085	100	1.08116	0
97.4085	101	1.08134	0.00776063
97.4085	102	1.08205	0.0154228
97.7542	-1	1.07868	-0.00765609
97.7542	0	1.07847	0
97.7542	1	1.07868	0.00765609
97.7542	2	1.07943	0.01519
97.7542	3	1.08097	0.0225273
97.7542	4	1.08303	0.029731
97.7542	5	1.08568	0.0368974
97.7542	6	1.08917	0.0439235
97.7542	7	1.09336	0.0505753
97.7542	8	1.09785	0.0568869
97.7542	9	1.10242	0.0627603
97.7542	10	1.10705	0.0679636
97.7542	11	1.11159	0.0724856
97.7542	12	1.11653	0.0766972
97.7542	13	1.12255	0.081383
97.7542	14	1.13034	0.0868991
97.7542	15	1.13949	0.0934101
97.7542	16	1.1486	0.100115
97.7542	17	1.15427	0.104589
97.7542	18	1.15302	0.104289
97.7542	19	1.14171	0.0969042
97.7542	20	1.12265	0.0837039
97.7542	21	1.10016	0.0681825
97.7542	22	1.07777	0.0527049
97.7542	23	1.05818	0.0391872
97.7542	24	1.04254	0.0284731
97.7542	25	1.03063	0.0203522
97.7542	26	1.02176	0.014486
97.7542	27	1.01543	0.0102472
97.7542	28	1.0108	0.00717688
97.7542	29	1.0076	0.00497212
97.7542	30	1.00531	0.00347311
97.7542	31	1.00359	0.0023871
97.7542	32	1.00243	0.00164244
97.7542	33	1.00171	0.00111734
97.7542	34	1.00114	0.000705832
97.7542	35	1.00073	0.000466458
97.7542	36	1.00048	0.000354017
97.7542	37	1.00029	0.000207094
97.7542	38	1.00019	8.44837e-05
97.7542	39	1.00017	7.81332e-05
97.7542	40	1.00006	7.30319e-05
97.7542	41	0.999986	1.42171e-05
97.7542	42	1.00006	-5.76159e-06
97.7542	43	1.00007	1.32907e-05
97.7542	44	0.999962	6.6416e-06
97.7542	45	0.999961	-6.66475e-06
97.7542	46	1.00006	-2.41277e-06
97.7542	47	1.00003	-1.5016e-06
97.7542	48	0.999938	-2.78408e-06
97.7542	49	0.999994	1.50013e-06
97.7542	50	1.00007	0
97.7542	51	0.999994	-1.50013e-06
97.7542	52	0.999938	2.78408e-06
97.7542	53	1.00003	1.5016e-06
97.7542	54	1.00006	2.41277e-06
97.7542	55	0.999961	6.66475e-06
97.7542	56	0.999962	-6.6416e-06
97.7542	57	1.00007	-1.32907e-05
97.7542	58	1.00006	5.76159e-06
97.7542	59	0.999986	-1.42171e-05
97.7542	60	1.00006	-7.30319e-05
97.7542	61	1.00017	-7.81332e-05
97.7542	62	1.00019	-8.44837e-05
97.7542	63	1.00029	-0.000207094
97.7542	64	1.00048	-0.000354017
97.7542	65	1.00073	-0.000466458
97.7542	66	1.00114	-0.000705832
97.7542	67	1.00171	-0.00111734
97.7542	68	1.00243	-0.00164244
97.7542	69	1.00359	-0.0023871
97.7542	70	1.00531	-0.00347311
97.7542	71	1.0076	-0.00497212
97.7542	72	1.0108	-0.00717688
97.7542	73	1.01543	-0.0102472
97.7542	74	1.02176	-0.014486
97.7542	75	1.03063	-0.0203522
97.7542	76	1.04254	-0.0284731
97.7542	77	1.05818	-0.0391872
97.7542	78	1.07777	-0.0527049
97.7542	79	1.10016	-0.0681825
97.7542	80	1.12265	-0.0837039
97.7542	81	1.14171	-0.0969042
97.7542	82	1.15302	-0.104289
97.7542	83	1.15427	-0.104589
97.7542	84	1.1486	-0.100115
97.7542	85	1.13949	-0.0934101
97.7542	86	1.13034	-0.0868991
97.7542	87	1.12255	-0.081383
97.7542	88	1.11653	-0.0766972
97.7542	89	1.11159	-0.0724856
97.7542	90	1.10705	-0.0679636
97.7542	91	1.10242	-0.0627603
97.7542	92	1.09785	-0.0568869
97.7542	93	1.09336	-0.0505753
97.7542	94	1.08917	-0.0439235
97.7542	95	1.08568	-0.0368974
97.7542	96	1.08303	-0.029731
97.7542	97	1.08097	-0.0225273
97.7542	98	1.07943	-0.01519
97.7542	99	1.07868	-0.00765609
97.7542	100	1.07847	0
97.7542	101	1.07868	0.00765609
97.7542	102	1.07943	0.01519
98.0999	-1	1.07605	-0.00754727
98.0999	0	1.07583	0
98.0999	1	1.07605	0.00754727
98.0999	2	1.07686	0.0149517
98.0999	3	1.07845	0.0221684
98.0999	4	1.08055	0.0292655
98.0999	5	1.08323	0.0362988
98.0999	6	1.0868	0.0431878
98.0999	7	1.09112	0.0497534
98.0999	8	1.09574	0.0560234
98.0999	9	1.10051	0.0618802
98.0999	10	1.10536	0.0671008
98.0999	11	1.11008	0.0716342
98.0999	12	1.11499	0.0757584
98.0999	13	1.12078	0.0802217
98.0999	14	1.12827	0.0854615
98.0999	15	1.1372	0.0917886
98.0999	16	1.14661	0.0986321
98.0999	17	1.15358	0.103965
98.0999	18	1.15424	0.104976
98.0999	19	1.1454	0.0994027
98.0999	20	1.12762	0.0871585
98.0999	21	1.10553	0.0719175
98.0999	22	1.0828	0.0561809
98.0999	23	1.06236	0.0420551
98.0999	24	1.04579	0.0306742
98.0999	25	1.03304	0.0219859
98.0999	26	1.0235	0.0156639
98.0999	27	1.01669	0.0110872
98.0999	28	1.01171	0.00777304
98.0999	29	1.00824	0.00538944
98.0999	30	1.00576	0.00377562
98.0999	31	1.00391	0.00260402
98.0999	32	1.00264	0.00178441
98.0999	33	1.00187	0.00121411
98.0999	34	1.00125	0.000780468
98.0999	35	1.00079	0.000516562
98.0999	36	1.00053	0.000385371
98.0999	37	1.00034	0.000228577
98.0999	38	1.00022	9.60991e-05
98.0999	39	1.00017	8.80423e-05
98.0999	40	1.00007	8.47482e-05
98.0999	41	1	1.54025e-05
98.0999	42	1.00006	-1.06096e-05
98.0999	43	1.00007	1.9547e-05
98.0999	44	0.999965	1.40563e-05
98.0999	45	0.999963	-1.33261e-05
98.0999	46	1.00006	-7.21252e-06
98.0999	47	1.00003	7.09957e-06
98.0999	48	0.999937	-1.30896e-07
98.0999	49	0.999994	-7.75166e-06
98.0999	50	1.00007	0
98.0999	51	0.999994	7.75166e-06
98.0999	52	0.999937	1.30896e-07
98.0999	53	1.00003	-7.09957e-06
98.0999	54	1.00006	7.21252e-06
98.0999	55	0.999963	1.33261e-05
98.0999	56	0.999965	-1.40563e-05
98.0999	57	1.00007	-1.9547e-05
98.0999	58	1.00006	1.06096e-05
98.0999	59	1	-1.54025e-05
98.0999	60	1.00007	-8.47482e-05
98.0999	61	1.00017	-8.80423e-05
98.0999	62	1.00022	-9.60991e-05
98.0999	63	1.00034	-0.000228577
98.0999	64	1.00053	-0.000385371
98.0999	65	1.00079	-0.000516562
98.0999	66	1.00125	-0.000780468
98.0999	67	1.00187	-0.00121411
98.0999	68	1.00264	-0.00178441
98.0999	69	1.00391	-0.00260402
98.0999	70	1.00576	-0.00377562
98.0999	71	1.00824	-0.00538944
98.0999	72	1.01171	-0.00777304
98.0999	73	1.01669	-0.0110872
98.0999	74	1.0235	-0.0156639
98.0999	75	1.03304	-0.0219859
98.0999	76	1.04579	-0.0306742
98.0999	77	1.06236	-0.0420551
98.0999	78	1.0828	-0.0561809
98.0999	79	1.10553	-0.0719175
98.0999	80	1.12762	-0.0871585
98.0999	81	1.1454	-0.0994027
98.0999	82	1.15424	-0.104976
98.0999	83	1.15358	-0.103965
98.0999	84	1.14661	-0.0986321
98.0999	85	1.1372	-0.0917886
98.0999	86	1.12827	-0.0854615
98.0999	87	1.12078	-0.0802217
98.0999	88	1.11499	-0.0757584
98.0999	89	1.11008	-0.0716342
98.0999	90	1.10536	-0.0671008
98.0999	91	1.10051	-0.0618802
98.0999	92	1.09574	-0.0560234
98.0999	93	1.09112	-0.0497534
98.0999	94	1.0868	-0.0431878
98.0999	95	1.08323	-0.0362988
98.0999	96	1.08055	-0.0292655
98.0999	97	1.07845	-0.0221684
98.0999	98	1.07686	-0.0149517
98.0999	99	1.07605	-0.00754727
98.0999	100	1.07583	0
98.0999	101	1.07605	0.00754727
98.0999	102	1.07686	0.0149517
98.4455	-1	1.07347	-0.00743389
98.4455	0	1.07322	0
98.4455	1	1.07347	0.00743389
98.4455	2	1.07434	0.014708
98.4455	3	1.07598	0.0218069
98.4455	4	1.0781	0.0287995
98.4455	5	1.08082	0.035698
98.4455	6	1.08448	0.0424457
98.4455	7	1.08891	0.0489209
98.4455	8	1.09365	0.0551431
98.4455	9	1.09859	0.0609752
98.4455	10	1.10368	0.0662109
98.4455	11	1.10859	0.0707717
98.4455	12	1.1135	0.0748427
98.4455	13	1.11911	0.0791112
98.4455	14	1.12627	0.0840817
98.4455	15	1.13493	0.0901843
98.4455	16	1.14447	0.0970545
98.4455	17	1.1525	0.103063
98.4455	18	1.1549	0.105304
98.4455	19	1.14862	0.101518
98.4455	20	1.13238	0.0904705
98.4455	21	1.11088	0.0756501
98.4455	22	1.08798	0.0597617
98.4455	23	1.06677	0.0450804
98.4455	24	1.04924	0.033026
98.4455	25	1.03562	0.0237425
98.4455	26	1.02538	0.0169338
98.4455	27	1.01804	0.0119927
98.4455	28	1.01269	0.0084173
98.4455	29	1.00893	0.0058423
98.4455	30	1.00624	0.00410236
98.4455	31	1.00425	0.00283774
98.4455	32	1.00288	0.00193823
98.4455	33	1.00204	0.00131916
98.4455	34	1.00137	0.000862359
98.4455	35	1.00086	0.000571547
98.4455	36	1.00058	0.000417978
98.4455	37	1.00039	0.000251814
98.4455	38	1.00024	0.000111029
98.4455	39	1.00017	9.87576e-05
98.4455	40	1.00009	9.5456e-05
98.4455	41	1.00002	1.75048e-05
98.4455	42	1.00005	-1.40219e-05
98.4455	43	1.00007	2.53582e-05
98.4455	44	0.999971	2.0919e-05
98.4455	45	0.999966	-1.93477e-05
98.4455	46	1.00006	-1.16714e-05
98.4455	47	1.00003	1.52754e-05
98.4455	48	0.99994	2.43803e-06
98.4455	49	0.999994	-1.66366e-05
98.4455	50	1.00007	0
98.4455	51	0.999994	1.66366e-05
98.4455	52	0.99994	-2.43803e-06
98.4455	53	1.00003	-1.52754e-05
98.4455	54	1.00006	1.16714e-05
98.4455	55	0.999966	1.93477e-05
98.4455	56	0.999971	-2.0919e-05
98.4455	57	1.00007	-2.53582e-05
98.4455	58	1.00005	1.40219e-05
98.4455	59	1.00002	-1.75048e-05
98.4455	60	1.00009	-9.5456e-05
98.4455	61	1.00017	-9.87576e-05
98.4455	62	1.00024	-0.000111029
98.4455	63	1.00039	-0.000251814
98.4455	64	1.00058	-0.000417978
98.4455	65	1.00086	-0.000571547
98.4455	66	1.00137	-0.000862359
98.4455	67	1.00204	-0.00131916
98.4455	68	1.00288	-0.00193823
98.4455	69	1.00425	-0.00283774
98.4455	70	1.00624	-0.00410236
98.4455	71	1.00893	-0.0058423
